# 1. q 2.-3. xi = sqrt{rho} 4.-5. nu
# Time = 0.0000000000000000e+00	us = 0.0000000000000000e+00	qs = 0.0000000000000000e+00	l = 1.0000000000000000e+00

-3.1415926535897931e+00	7.0710678118654757e-01	7.0710678118654757e-01	-3.0981385716323099e-16	-1.2649110640673518e+00
-3.1408256631958502e+00	7.0710678118654746e-01	7.0710678118654757e-01	-1.9403485096922111e-03	-1.2649095758383921e+00
-3.1400586728019073e+00	7.0710678118654757e-01	7.0710678118654746e-01	-3.8806924535566391e-03	-1.2649051111550151e+00
-3.1392916824079649e+00	7.0710678118654746e-01	7.0710678118654757e-01	-5.8210272657757394e-03	-1.2648976700277266e+00
-3.1385246920140220e+00	7.0710678118654757e-01	7.0710678118654746e-01	-7.7613483805565190e-03	-1.2648872524740360e+00
-3.1377577016200791e+00	7.0710678118654746e-01	7.0710678118654757e-01	-9.7016512321348430e-03	-1.2648738585184574e+00
-3.1369907112261362e+00	7.0710678118654746e-01	7.0710678118654757e-01	-1.1641931254790674e-02	-1.2648574881925074e+00
-3.1362237208321933e+00	7.0710678118654746e-01	7.0710678118654757e-01	-1.3582183882857696e-02	-1.2648381415347074e+00
-3.1354567304382504e+00	7.0710678118654746e-01	7.0710678118654757e-01	-1.5522404550734056e-02	-1.2648158185905818e+00
-3.1346897400443079e+00	7.0710678118654757e-01	7.0710678118654746e-01	-1.7462588692891978e-02	-1.2647905194126587e+00
-3.1339227496503650e+00	7.0710678118654746e-01	7.0710678118654757e-01	-1.9402731743893009e-02	-1.2647622440604696e+00
-3.1331557592564221e+00	7.0710678118654757e-01	7.0710678118654746e-01	-2.1342829138392021e-02	-1.2647309926005488e+00
-3.1323887688624792e+00	7.0710678118654757e-01	7.0710678118654746e-01	-2.3282876311152435e-02	-1.2646967651064345e+00
-3.1316217784685363e+00	7.0710678118654757e-01	7.0710678118654746e-01	-2.5222868697055846e-02	-1.2646595616586669e+00
-3.1308547880745938e+00	7.0710678118654757e-01	7.0710678118654746e-01	-2.7162801731111658e-02	-1.2646193823447893e+00
-3.1300877976806509e+00	7.0710678118654757e-01	7.0710678118654746e-01	-2.9102670848472300e-02	-1.2645762272593477e+00
-3.1293208072867080e+00	7.0710678118654746e-01	7.0710678118654757e-01	-3.1042471484437228e-02	-1.2645300965038904e+00
